"","X","id","gender","word","v","c1","c2","syldur","cdur","vdur","precbound","folbound","speechrate","fromstart","fromend","speaker","func","folacc","voic"
"225",256,"295_continuation","M","continuation","i","t","n",124,82,32,"-","-",5.77866,6,4,"M09L","c",FALSE,TRUE
"226",257,"296_qui_devait","M","qui","i","k","d",64,54,0,"1","-",7.17639,0,3,"M11R","f",FALSE,FALSE
"227",258,"299_qui_correspondait","M","qui","i","k","k",102,92,0,"1","-",7.07914,0,4,"M19L","f",FALSE,FALSE
"228",260,"2_super","F","super","y","s","p",102,92,0,"1","-",5.69122,0,3,"F14L","c",FALSE,FALSE
"229",261,"2_tu_pouvais","M","tu","y","t","p",144,134,0,"2","-",6.51825,0,3,"M09R","f",FALSE,FALSE
"230",262,"300_tu_parles","F","tu","y","t","p",150,121,19,"-","-",6.42067,1,1,"F06R","f",TRUE,TRUE
"231",263,"301_qui_ne","F","qui","i","k","n",78,53,15,"1","-",7.5334,0,5,"F05R","f",FALSE,TRUE
"232",265,"303_tu_connaissais","M","tu","y","t","k",52,42,0,"2","-",11.20116,0,5,"M20R","f",FALSE,FALSE
"233",266,"304_tu_demandes","M","tu","y","t","d",130,92,28,"-","-",8.92226,1,5,"M22R","f",FALSE,TRUE
"234",267,"305_cigarette","M","cigarette","i","s","g",145,135,0,"-","2",7.02284,3,2,"M21L","c",FALSE,FALSE
"235",268,"305_tu_te","F","tu","y","t","t",132,108,14,"2","-",5.37048,0,1,"F14R","f",TRUE,TRUE
"236",270,"30_tu_te","M","tu","y","t","t",140,104,26,"-","-",6.28231,2,1,"M22R","f",TRUE,TRUE
"237",271,"311_continues","F","continues","i","t","n",117,83,24,"-","1",8.50336,3,1,"F04R","c",TRUE,TRUE
"238",272,"311_tu_démarres","M","tu","y","t","d",130,65,55,"1","-",4.52111,0,2,"M01R","f",FALSE,TRUE
"239",273,"313_étudiants","M","étudiants","y","t","d",144,106,28,"-","1",8.29016,3,1,"M19L","c",TRUE,TRUE
"240",274,"316_tu_pouvais","M","tu","y","t","p",130,120,0,"-","-",7.60054,1,4,"M02R","f",FALSE,FALSE
"241",277,"319_si_tu","F","si","i","s","t",136,120,6,"2","-",6.96941,0,2,"F03L","f",FALSE,TRUE
"242",279,"31_qui_t_","F","qui","i","k","t",95,48,37,"1","-",5.33239,0,2,"F16R","f",FALSE,TRUE
"243",280,"320_documentaires","M","documentaires","y","k","m",102,75,17,"-","2",7.38182,2,2,"M21L","c",FALSE,TRUE
"244",281,"322_accidents","F","accidents","i","s","d",145,85,50,"-","2",6.96855,5,1,"F03L","c",TRUE,TRUE
"245",282,"323_occidentales","F","occidentales","i","s","d",111,101,0,"-","1",8.48356,6,2,"F10R","c",FALSE,FALSE
"246",283,"326_occuper","F","occuper","y","k","p",98,88,0,"2","-",7.31896,1,4,"F12R","c",FALSE,FALSE
"247",284,"326_si_tu","F","si","i","s","t",185,126,49,"2","-",4.35047,0,2,"F05L","f",FALSE,TRUE
"248",285,"328_tu_dis","F","tu","y","t","d",138,128,0,"-","-",6.61442,1,1,"F16R","f",TRUE,FALSE
"249",286,"329_tu_peux","F","tu","y","t","p",96,75,11,"2","-",7.24852,0,1,"F05L","f",TRUE,TRUE
"250",287,"331_documents","F","documents","y","k","m",123,113,0,"-","1",8.19381,3,1,"F06L","c",TRUE,FALSE
"251",288,"332_tu_te","F","tu","y","t","t",118,77,31,"2","-",8.85419,0,5,"F16R","f",FALSE,TRUE
"252",289,"333_tu_t_","F","tu","y","t","t",137,95,32,"-","-",4.02833,1,3,"F12R","f",FALSE,TRUE
"253",291,"337_maximum","F","maximum","i","s","m",154,144,0,"1","-",5.78069,1,4,"F08L","c",FALSE,FALSE
"254",292,"337_tu_t_","F","tu","y","t","t",94,29,55,"2","-",5.88904,0,4,"F16R","f",FALSE,TRUE
"255",293,"338_considéré","M","considéré","i","s","d",134,86,38,"1","1",8.34315,1,2,"M18R","c",FALSE,TRUE
"256",294,"33_supporter","M","supporter","y","s","p",130,107,13,"-","2",6.04786,2,2,"M23R","c",FALSE,TRUE
"257",295,"33_tu_peux","F","tu","y","t","p",179,169,0,"-","-",6.07406,1,2,"F06R","f",FALSE,FALSE
"258",297,"340_tu_peux","F","tu","y","t","p",77,67,0,"2","-",8.78236,0,7,"F13L","f",FALSE,FALSE
"259",298,"341_étudiante","F","étudiante","y","t","d",156,116,30,"-","2",5.63323,4,1,"F16L","c",TRUE,TRUE
"260",299,"341_si_tu","F","si","i","s","t",76,66,0,"1","-",6.40231,0,4,"F16R","f",FALSE,FALSE
"261",300,"342_tu_peux","F","tu","y","t","p",153,121,22,"-","-",5.96194,2,1,"F08L","f",TRUE,TRUE
"262",301,"343_tu_peux","M","tu","y","t","p",105,95,0,"1","-",6.19643,0,2,"M22L","f",FALSE,FALSE
"263",302,"344_citations","F","citations","i","s","t",117,85,22,"-","1",7.70542,1,2,"F04R","c",FALSE,TRUE
"264",304,"345_tu_me","F","tu","y","t","m",141,131,0,"2","-",5.80805,0,2,"F16R","f",FALSE,FALSE
"265",306,"349_écouter","M","écouter","u","k","t",163,126,27,"-","2",6.43196,3,1,"M01L","c",TRUE,TRUE
"266",307,"34_tu_peux","M","tu","y","t","p",90,80,0,"2","-",8.46036,0,3,"M23L","f",FALSE,FALSE
"267",308,"351_bâtiment","F","bâtiment","i","t","m",98,88,0,"1","-",7.87198,1,3,"F08L","c",FALSE,FALSE
"268",310,"352_tu_peux","F","tu","y","t","p",113,89,14,"2","-",7.24108,0,7,"F10L","f",FALSE,TRUE
"269",311,"353_si_tu","M","si","i","s","t",224,190,24,"1","-",6.4218,0,4,"M21R","f",FALSE,TRUE
"270",312,"354_si_t_","M","si","i","s","t",144,134,0,"1","-",7.46834,0,4,"M02R","f",FALSE,FALSE
"271",313,"355_étudiants","M","étudiants","y","t","d",184,134,40,"-","2",4.48592,2,1,"M17L","c",TRUE,TRUE
"272",314,"355_tu_passes","M","tu","y","t","p",133,123,0,"1","-",7.58686,0,6,"M20L","f",FALSE,FALSE
"273",316,"358_coupez","M","coupez","u","k","p",116,106,0,"-","-",6.62801,2,2,"M11L","c",FALSE,FALSE
"274",317,"358_tu_peux","M","tu","y","t","p",121,111,0,"2","-",5.61374,0,4,"M09R","f",FALSE,FALSE
"275",318,"359_possibilités","M","possibilités","i","s","b",144,119,15,"-","2",5.96207,2,3,"M09R","c",FALSE,TRUE
"276",319,"360_cigarette","F","cigarette","i","s","g",162,120,32,"-","1",7.17905,1,1,"F13R","c",TRUE,TRUE
"277",320,"363_discuté","F","discuté","y","k","t",70,39,21,"-","1",9.88816,3,1,"F16R","c",TRUE,TRUE
"278",321,"364_incidence","F","incidence","i","s","d",153,127,16,"1","2",5.75588,1,1,"F03L","c",TRUE,TRUE
"279",322,"366_cigarette","F","cigarette","i","s","g",163,140,13,"-","1",6.71823,2,2,"F07L","c",FALSE,TRUE
"280",323,"367_coûtait","F","coûtait","u","k","t",106,96,0,"-","1",9.4656,1,1,"F06R","c",TRUE,FALSE
"281",324,"369_qui_tombent","F","qui","i","k","t",98,29,59,"-","-",5.39936,3,1,"F03L","f",TRUE,TRUE
"282",325,"36_quitté","F","quitté","i","k","t",163,122,31,"-","2",6.67823,2,1,"F10L","c",TRUE,TRUE
"283",326,"371_qui_paie","F","qui","i","k","p",130,82,38,"1","-",7.36815,0,3,"F08L","f",FALSE,TRUE
"284",327,"372_occupait","F","occupait","y","k","p",114,54,50,"1","-",6.32659,1,4,"F07R","c",FALSE,TRUE
"285",329,"379_qui_nous","M","qui","i","k","n",84,74,0,"1","-",6.06029,0,3,"M17R","f",FALSE,FALSE
"286",330,"37_principale","F","principale","i","s","p",102,75,17,"-","-",8.16689,4,4,"F16L","c",FALSE,TRUE
"287",331,"37_tu_peux","M","tu","y","t","p",108,98,0,"1","-",11.31013,0,3,"M19R","f",FALSE,FALSE
"288",332,"382_qui_me","F","qui","i","k","m",83,63,10,"1","-",6.75041,0,3,"F06R","f",FALSE,TRUE
"289",333,"383_décidée","M","décidée","i","s","d",186,145,31,"-","2",8.27056,4,1,"M23R","c",TRUE,TRUE
"290",334,"384_fatiguant","F","fatiguant","i","t","g",166,133,23,"-","2",7.5975,2,1,"F10R","c",TRUE,TRUE
"291",336,"386_si_tu","F","si","i","s","t",109,99,0,"2","-",7.64465,0,1,"F16L","f",TRUE,FALSE
"292",337,"387_accoutumance","F","accoutumance","u","k","t",127,78,39,"-","2",6.77501,1,2,"F08L","c",FALSE,TRUE
"293",338,"38_si_moi","F","si","i","s","m",106,81,15,"1","-",8.32833,0,1,"F16L","f",TRUE,TRUE
"294",340,"391_si_de","F","si","i","s","d",83,73,0,"-","-",9.0697,1,4,"F10R","f",FALSE,FALSE
"295",341,"396_situation","M","situation","i","s","t",103,93,0,"-","-",7.36018,1,4,"M17R","c",FALSE,FALSE
"296",342,"398_attitude","F","attitude","i","t","t",144,109,25,"-","2",7.06039,3,1,"F10L","c",TRUE,TRUE
"297",344,"39_tu_te","F","tu","y","t","t",75,31,34,"2","-",5.47587,0,2,"F03L","f",FALSE,TRUE
"298",346,"3_tu_crois","F","tu","y","t","k",123,63,50,"2","-",8.20191,0,1,"F07L","f",TRUE,TRUE
"299",347,"401_signer","F","signer","i","s","n",117,107,0,"-","-",8.35087,3,5,"F07L","c",FALSE,FALSE
"300",348,"404_qui_gueulent","F","qui","i","k","g",182,155,17,"1","-",4.8102,0,3,"F06R","f",FALSE,TRUE
"301",352,"416_étudiants","M","étudiants","y","t","d",147,110,27,"-","1",7.78642,5,1,"M19L","c",TRUE,TRUE
"302",353,"416_si_bon","F","si","i","s","b",165,118,37,"2","-",6.16668,0,1,"F06L","f",TRUE,TRUE
"303",355,"419_cigarettes","M","cigarettes","i","s","g",150,140,0,"-","2",5.82596,1,2,"M23L","c",FALSE,FALSE
"304",356,"420_décidé","M","décidé","i","s","d",144,118,16,"-","-",7.43907,4,5,"M23L","c",FALSE,TRUE
"305",358,"422_si_tout","F","si","i","s","t",168,117,41,"2","-",5.63429,0,2,"F13L","f",FALSE,TRUE
"306",359,"42_continuer","M","continuer","i","t","n",127,91,26,"-","1",6.58218,2,1,"M23R","c",TRUE,TRUE
"307",360,"430_si_tu","F","si","i","s","t",152,123,19,"2","-",8.39609,0,2,"F16L","f",FALSE,TRUE
"308",361,"431_qui_dérange","M","qui","i","k","d",115,105,0,"1","-",6.0538,0,2,"M11L","f",FALSE,FALSE
"309",362,"432_pratiquer","M","pratiquer","i","t","k",148,138,0,"-","1",7.09365,2,1,"M15L","c",TRUE,FALSE
"310",363,"438_coupé","M","coupé","u","k","p",148,138,0,"-","-",6.61525,3,5,"M19R","c",FALSE,FALSE
"311",364,"441_occuper","F","occuper","y","k","p",104,94,0,"2","-",7.33179,1,4,"F12R","c",FALSE,FALSE
"312",365,"442_écouté","F","écouté","u","k","t",141,107,24,"-","2",7.53158,2,1,"F03R","c",TRUE,TRUE
"313",366,"448_cigare","F","cigare","i","s","g",239,178,51,"-","1",5.27814,1,1,"F14L","c",TRUE,TRUE
"314",367,"448_si_déjà","M","si","i","s","d",110,88,12,"2","-",9.93107,0,2,"M22R","f",FALSE,TRUE
"315",368,"450_cité","M","cité","i","s","t",143,113,20,"-","2",7.76862,2,1,"M11L","c",TRUE,TRUE
"316",370,"455_typique","F","typique","i","t","p",159,135,14,"-","1",6.28349,2,1,"F14R","c",TRUE,TRUE
"317",372,"459_continues","F","continues","i","t","n",92,82,0,"-","1",7.88874,4,1,"F04L","c",TRUE,FALSE
"318",373,"45_quotidien","M","quotidien","i","t","d",145,115,20,"-","1",6.22621,5,1,"M19L","c",TRUE,TRUE
"319",374,"461_qui_t_","M","qui","i","k","t",153,104,39,"1","-",6.24656,0,2,"M09L","f",FALSE,TRUE
"320",375,"461_tuteurs","F","tuteurs","y","t","t",124,114,0,"-","1",8.59028,2,1,"F10L","c",TRUE,FALSE
"321",376,"464_cigare","F","cigare","i","s","g",179,146,23,"2","1",5.33321,0,1,"F14R","c",TRUE,TRUE
"322",378,"46_tu_te","M","tu","y","t","t",143,133,0,"-","-",5.34105,1,2,"M23L","f",FALSE,FALSE
"323",380,"476_continuer","F","continuer","i","t","n",138,115,13,"-","-",6.68521,3,3,"F05R","c",FALSE,TRUE
"324",382,"47_tu_te","F","tu","y","t","t",184,138,36,"2","-",5.81069,0,3,"F16R","f",FALSE,TRUE
"325",383,"481_principal","M","principal","i","s","p",153,134,9,"-","2",7.19221,5,1,"M15L","c",TRUE,TRUE
"326",384,"481_si_mon","F","si","i","s","m",141,110,21,"1","-",6.94253,0,4,"F06L","f",FALSE,TRUE
"327",385,"488_signataire","M","signataire","i","s","n",229,197,22,"2","2",3.96791,0,2,"M01L","c",FALSE,TRUE
"328",386,"48_si_tu","F","si","i","s","t",124,65,49,"2","-",6.19351,0,2,"F10L","f",FALSE,TRUE
"329",388,"496_qui_craquent","M","qui","i","k","k",183,173,0,"1","-",6.11962,0,1,"M01L","f",TRUE,FALSE
"330",389,"49_principales","M","principales","i","s","p",126,93,23,"-","2",6.28559,4,1,"M02L","c",TRUE,TRUE
"331",390,"500_supporters","M","supporters","y","s","p",110,100,0,"-","1",6.62701,3,2,"M23R","c",FALSE,FALSE
"332",392,"50_quitter","M","quitter","i","k","t",122,112,0,"-","2",6.01814,4,1,"M21R","c",TRUE,FALSE
"333",393,"50_tu_manges","F","tu","y","t","m",125,80,35,"-","-",6.81616,1,1,"F16L","f",TRUE,TRUE
"334",394,"510_si_t_","M","si","i","s","t",121,93,18,"2","-",7.18259,0,2,"M09R","f",FALSE,TRUE
"335",395,"511_discutait","F","discutait","y","k","t",84,31,43,"-","1",9.17818,3,1,"F16R","c",TRUE,TRUE
"336",397,"516_qui_pourrissent","M","qui","i","k","p",84,71,3,"2","-",6.59919,0,4,"M22R","f",FALSE,TRUE
"337",399,"519_documentaire","F","documentaire","y","k","m",167,146,11,"-","1",7.22588,3,2,"F06R","c",FALSE,TRUE
"338",400,"521_signé","M","signé","i","s","n",135,125,0,"-","-",8.77365,2,3,"M01L","c",FALSE,FALSE
"339",401,"523_si_tu","F","si","i","s","t",62,52,0,"2","-",10.0477,0,2,"F05L","f",FALSE,FALSE
"340",402,"526_occupé","M","occupé","y","k","p",127,74,43,"-","-",8.71705,3,5,"M17L","c",FALSE,TRUE
"341",403,"52_qui_peuvent","M","qui","i","k","p",89,79,0,"2","-",8.33068,0,8,"M20L","f",FALSE,FALSE
"342",404,"531_qui_descend","F","qui","i","k","d",134,124,0,"1","-",5.21571,0,1,"F06R","f",TRUE,FALSE
"343",405,"535_coupé","F","coupé","u","k","p",129,80,39,"-","2",7.30649,2,1,"F10L","c",TRUE,TRUE
"344",406,"540_supplémentaires","F","supplémentaires","y","s","p",153,121,22,"1","2",4.95434,0,3,"F03R","c",FALSE,TRUE
"345",407,"543_tutorat","M","tutorat","y","t","t",119,103,6,"-","1",8.01834,3,2,"M21L","c",FALSE,TRUE
"346",408,"546_considère","M","considère","i","s","d",114,104,0,"-","-",8.07329,4,4,"M02L","c",FALSE,FALSE
"347",409,"547_critiqué","F","critiqué","i","t","k",150,100,40,"-","1",9.35353,4,1,"F04L","c",TRUE,TRUE
"348",410,"54_matinée","M","matinée","i","t","n",110,100,0,"-","1",10.72039,3,1,"M17R","c",TRUE,FALSE
"349",411,"54_tu_dois","M","tu","y","t","d",61,51,0,"2","-",7.2698,0,4,"M23R","f",FALSE,FALSE
"350",412,"551_cinéma","M","cinéma","i","s","n",157,126,21,"-","2",7.94748,1,2,"M21R","c",FALSE,TRUE
"351",413,"555_dessiner","F","dessiner","i","s","n",167,157,0,"-","2",7.17046,2,1,"F06L","c",TRUE,FALSE
"352",414,"55_tu_te","F","tu","y","t","t",144,134,0,"-","-",6.27797,1,3,"F03L","f",FALSE,FALSE
"353",416,"563_qui_crée","M","qui","i","k","k",150,108,32,"1","-",5.05642,0,3,"M23R","f",FALSE,TRUE
"354",417,"564_si_tu","M","si","i","s","t",161,151,0,"2","-",5.89035,0,6,"M01L","f",FALSE,FALSE
"355",418,"56_tu_prends","M","tu","y","t","p",96,86,0,"2","-",7.79356,0,4,"M18L","f",FALSE,FALSE
"356",421,"573_si_t_","M","si","i","s","t",161,116,35,"2","-",5.26248,0,2,"M02L","f",FALSE,TRUE
"357",422,"574_quotidien","M","quotidien","i","t","d",127,108,9,"-","1",7.73329,5,1,"M22R","c",TRUE,TRUE
"358",423,"578_recyclé","F","recyclé","i","s","k",150,128,12,"-","1",5.62277,2,1,"F12L","c",TRUE,TRUE
"359",424,"57_super","F","super","y","s","p",179,153,16,"-","-",5.5112,1,2,"F06R","c",FALSE,TRUE
"360",425,"57_tu_parles","M","tu","y","t","p",169,94,65,"-","-",6.86605,2,1,"M21L","f",TRUE,TRUE
"361",426,"581_si_t_","M","si","i","s","t",156,107,39,"2","-",7.21037,0,4,"M09R","f",FALSE,TRUE
"362",427,"585_attitude","M","attitude","i","t","t",155,107,38,"-","2",6.22259,2,1,"M01R","c",TRUE,TRUE
"363",428,"587_supporters","M","supporters","y","s","p",129,119,0,"-","1",5.43694,3,2,"M23R","c",FALSE,FALSE
"364",429,"588_si_tu","F","si","i","s","t",63,53,0,"-","-",9.18205,1,2,"F04L","f",FALSE,FALSE
"365",431,"5_super","M","super","y","s","p",163,145,8,"-","-",6.77822,3,2,"M17R","c",FALSE,TRUE
"366",432,"5_tu_te","F","tu","y","t","t",125,82,33,"2","-",5.39513,0,2,"F08R","f",FALSE,TRUE
"367",434,"602_si_tu","M","si","i","s","t",132,122,0,"2","-",8.36831,0,2,"M11L","f",FALSE,FALSE
"368",436,"606_cinémas","M","cinémas","i","s","n",105,95,0,"-","2",7.54871,4,2,"M20L","c",FALSE,FALSE
"369",437,"607_constitutionnel","F","constitutionnel","i","t","t",92,33,49,"-","2",6.89362,3,3,"F04L","c",FALSE,TRUE
"370",438,"608_si_tu","F","si","i","s","t",145,114,21,"-","-",9.71432,1,7,"F16R","f",FALSE,TRUE
"371",439,"609_quitter","F","quitter","i","k","t",119,48,61,"1","2",4.21815,0,1,"F12L","c",TRUE,TRUE
"372",440,"60_étudie","M","étudie","y","t","d",105,73,22,"2","-",7.12042,1,3,"M15L","c",FALSE,TRUE
"373",441,"60_qui_tombent","F","qui","i","k","t",59,13,36,"1","-",6.77465,0,1,"F03L","f",TRUE,TRUE
"374",443,"614_décidé","F","décidé","i","s","d",147,114,23,"-","1",7.17936,4,1,"F16R","c",TRUE,TRUE
"375",444,"615_écoutais","F","écoutais","u","k","t",129,76,43,"-","1",8.83647,2,1,"F03L","c",TRUE,TRUE
"376",445,"622_qui_profitent","M","qui","i","k","p",96,50,36,"1","-",6.62224,0,2,"M18L","f",FALSE,TRUE
"377",446,"622_supérieure","M","supérieure","y","s","p",86,76,0,"-","-",10.11663,2,8,"M20R","c",FALSE,FALSE
"378",447,"623_institut","M","institut","i","t","t",109,49,50,"2","1",6.85652,1,1,"M20L","c",TRUE,TRUE
"379",449,"625_assumer","M","assumer","y","s","m",168,125,33,"-","1",7.62579,4,1,"M15R","c",TRUE,TRUE
"380",450,"627_si_moi","M","si","i","s","m",104,94,0,"2","-",7.40156,0,3,"M22L","f",FALSE,FALSE
"381",451,"62_si_t_","M","si","i","s","t",155,94,51,"2","-",6.61743,0,5,"M09L","f",FALSE,TRUE
"382",452,"630_supporter","M","supporter","y","s","p",118,108,0,"-","1",7.71242,2,2,"M23R","c",FALSE,FALSE
"383",453,"636_si_tu","F","si","i","s","t",153,143,0,"2","-",9.35345,0,2,"F16L","f",FALSE,FALSE
"384",454,"642_tickets","M","tickets","i","t","k",77,67,0,"-","-",7.2771,3,6,"M22L","c",FALSE,FALSE
"385",455,"644_sensibilité","M","sensibilité","i","s","b",131,109,12,"-","2",8.41577,4,2,"M15L","c",FALSE,TRUE
"386",456,"644_si_tu","M","si","i","s","t",131,121,0,"2","-",6.85729,0,3,"M11L","f",FALSE,FALSE
"387",458,"64_particulier","M","particulier","i","t","k",88,54,24,"-","2",9.75348,10,2,"M02L","c",FALSE,TRUE
"388",460,"652_si_tu","M","si","i","s","t",146,136,0,"-","-",8.26638,1,7,"M21L","f",FALSE,FALSE
"389",461,"656_si_tu","F","si","i","s","t",116,106,0,"2","-",10.19922,0,2,"F16L","f",FALSE,FALSE
"390",463,"65_qui_dit","F","qui","i","k","d",95,85,0,"1","-",9.79352,0,1,"F16R","f",TRUE,FALSE
"391",464,"660_situation","M","situation","i","s","t",107,97,0,"-","1",6.34975,1,2,"M21R","c",FALSE,FALSE
"392",465,"662_supporter","M","supporter","y","s","p",140,130,0,"-","1",7.42708,5,2,"M23R","c",FALSE,FALSE
"393",468,"668_récupères","M","récupères","y","k","p",150,86,54,"-","1",6.21176,2,1,"M17L","c",TRUE,TRUE
"394",470,"670_supporters","M","supporters","y","s","p",116,79,27,"1","2",6.4417,0,2,"M23R","c",FALSE,TRUE
"395",471,"671_qui_me","M","qui","i","k","m",69,42,17,"-","-",4.69013,1,1,"M19L","f",TRUE,TRUE
"396",472,"671_sentiment","M","sentiment","i","t","m",142,106,26,"-","1",7.59328,2,1,"M23R","c",TRUE,TRUE
"397",474,"677_qui_te","M","qui","i","k","t",80,41,29,"-","-",5.79918,3,1,"M19L","f",TRUE,TRUE
"398",476,"68_continue","M","continue","i","t","n",131,121,0,"-","2",7.19261,2,1,"M21L","c",TRUE,FALSE
"399",477,"68_tu_t_","F","tu","y","t","t",122,112,0,"2","-",7.53678,0,2,"F06R","f",FALSE,FALSE
"400",479,"692_qui_te","M","qui","i","k","t",90,58,22,"-","-",4.0034,1,2,"M19R","f",FALSE,TRUE
"401",480,"69_continue","F","continue","i","t","n",139,94,35,"-","2",6.6307,2,1,"F14R","c",TRUE,TRUE
"402",481,"69_tu_te","F","tu","y","t","t",141,110,21,"-","-",7.33755,1,1,"F10R","f",TRUE,TRUE
"403",482,"6_couper","M","couper","u","k","p",165,149,6,"1","-",7.43576,0,5,"M22L","c",FALSE,TRUE
"404",483,"6_si_t_","F","si","i","s","t",89,79,0,"-","-",7.2693,1,5,"F08L","f",FALSE,FALSE
"405",484,"710_qui_te","M","qui","i","k","t",89,79,0,"2","-",7.61945,0,2,"M02L","f",FALSE,FALSE
"406",485,"711_qui_te","F","qui","i","k","t",74,54,10,"1","-",5.94746,0,4,"F04R","f",FALSE,TRUE
"407",486,"712_qui_me","F","qui","i","k","m",62,30,22,"1","-",6.1607,0,2,"F12L","f",FALSE,TRUE
"408",487,"715_si_tu","M","si","i","s","t",122,84,28,"2","-",6.37583,0,2,"M17L","f",FALSE,TRUE
"409",488,"733_si_tu","F","si","i","s","t",174,127,37,"2","-",8.82551,0,3,"F13R","f",FALSE,TRUE
"410",489,"738_qui_puent","F","qui","i","k","p",168,135,23,"1","-",3.73679,0,1,"F16R","f",TRUE,TRUE
"411",490,"744_si_tu","M","si","i","s","t",135,125,0,"1","-",6.84849,0,2,"M17R","f",FALSE,FALSE
"412",491,"763_qui_travaillent","M","qui","i","k","t",95,26,59,"2","-",9.59272,0,5,"M17L","f",FALSE,TRUE
"413",492,"764_qui_te","F","qui","i","k","t",116,106,0,"-","-",4.7237,1,1,"F16R","f",TRUE,FALSE
"414",493,"766_si_t_","F","si","i","s","t",148,91,47,"2","-",9.79984,0,6,"F08L","f",FALSE,TRUE
"415",494,"767_si_tu","F","si","i","s","t",163,114,39,"1","-",4.05808,0,4,"F12R","f",FALSE,TRUE
"416",495,"769_qui_défendent","M","qui","i","k","d",80,47,23,"1","-",5.56296,0,2,"M09L","f",FALSE,TRUE
"417",497,"77_quitté","F","quitté","i","k","t",142,96,36,"-","2",6.56803,4,1,"F10L","c",TRUE,TRUE
"418",498,"783_si_tu","M","si","i","s","t",154,144,0,"2","-",7.39863,0,10,"M23R","f",FALSE,FALSE
"419",499,"788_si_t_","M","si","i","s","t",167,113,44,"2","-",5.66,0,3,"M11L","f",FALSE,TRUE
"420",501,"795_si_t_","M","si","i","s","t",86,76,0,"1","-",6.79147,0,4,"M11R","f",FALSE,FALSE
"421",502,"79_superficiel","M","superficiel","y","s","p",133,123,0,"-","2",6.83273,2,3,"M19R","c",FALSE,FALSE
"422",504,"802_si_nous","M","si","i","s","n",136,126,0,"2","-",8.41363,0,5,"M15L","f",FALSE,FALSE
"423",505,"804_si_tu","F","si","i","s","t",209,151,48,"2","-",4.90937,0,3,"F03R","f",FALSE,TRUE
"424",506,"807_si_t_","M","si","i","s","t",162,108,44,"2","-",5.74511,0,3,"M02R","f",FALSE,TRUE
"425",507,"81_super","M","super","y","s","p",147,100,37,"1","-",6.81969,0,4,"M22R","c",FALSE,TRUE
"426",508,"823_qui_possède","M","qui","i","k","p",144,109,25,"1","-",6.43015,0,2,"M11L","f",FALSE,TRUE
"427",509,"827_qui_me","F","qui","i","k","m",129,85,34,"1","-",5.11531,0,2,"F03R","f",FALSE,TRUE
"428",510,"828_qui_t_","F","qui","i","k","t",103,69,24,"-","-",5.97126,1,3,"F04L","f",FALSE,TRUE
"429",511,"82_qui_maintenant","F","qui","i","k","m",102,67,25,"2","-",8.38896,0,2,"F14R","f",FALSE,TRUE
"430",512,"831_si_tu","M","si","i","s","t",136,126,0,"2","-",7.41898,0,6,"M22L","f",FALSE,FALSE
"431",513,"834_qui_détiennent","M","qui","i","k","d",138,106,22,"1","-",7.04274,0,5,"M23R","f",FALSE,TRUE
"432",514,"83_étudiants","M","étudiants","y","t","d",133,123,0,"-","1",7.8745,3,1,"M23L","c",TRUE,FALSE
"433",515,"840_qui_connaissent","M","qui","i","k","k",171,117,44,"1","-",6.28836,0,4,"M20L","f",FALSE,TRUE
"434",516,"842_si_tu","F","si","i","s","t",195,159,26,"-","-",5.87487,1,5,"F16R","f",FALSE,TRUE
"435",517,"847_si_t_","M","si","i","s","t",204,162,32,"2","-",6.1921,0,3,"M01L","f",FALSE,TRUE
"436",518,"850_qui_passaient","F","qui","i","k","p",68,45,13,"1","-",6.69122,0,1,"F16R","f",TRUE,TRUE
"437",519,"854_qui_me","M","qui","i","k","m",106,66,30,"-","-",8.75258,1,2,"M11R","f",FALSE,TRUE
"438",520,"85_supporter","M","supporter","y","s","p",162,137,15,"-","1",6.64089,1,2,"M23R","c",FALSE,TRUE
"439",521,"85_tu_peux","F","tu","y","t","p",77,67,0,"2","-",8.99087,0,1,"F07L","f",TRUE,FALSE
"440",522,"861_si_tu","M","si","i","s","t",141,131,0,"2","-",7.48343,0,3,"M17R","f",FALSE,FALSE
"441",523,"865_si_tu","M","si","i","s","t",153,143,0,"2","-",6.2666,0,2,"M20L","f",FALSE,FALSE
"442",524,"870_qui_concerne","F","qui","i","k","k",88,23,55,"-","-",7.08231,1,4,"F03L","f",FALSE,TRUE
"443",525,"876_qui_menaçaient","M","qui","i","k","m",142,110,22,"1","-",8.34958,0,3,"M23L","f",FALSE,TRUE
"444",526,"888_qui_travaillent","M","qui","i","k","t",134,66,58,"-","-",7.03784,2,5,"M09L","f",FALSE,TRUE
"445",527,"889_qui_nous","M","qui","i","k","n",141,109,22,"1","-",6.28567,0,4,"M09L","f",FALSE,TRUE
"446",529,"8_qui_couraient","F","qui","i","k","k",175,134,31,"1","-",6.91006,0,2,"F12L","f",FALSE,TRUE
"447",530,"904_si_tu","M","si","i","s","t",180,146,24,"1","-",7.23023,0,10,"M22L","f",FALSE,TRUE
"448",531,"905_si_tu","M","si","i","s","t",113,69,34,"2","-",8.46625,0,4,"M18R","f",FALSE,TRUE
"449",532,"909_qui_quoi","M","qui","i","k","k",123,76,37,"2","-",5.57327,0,1,"M11L","f",TRUE,TRUE
"450",533,"90_tu_peux","F","tu","y","t","p",62,52,0,"2","-",7.44686,0,8,"F04L","f",FALSE,FALSE
