TextCode,URL,GenderAuthor,Source,Model,Sentiment,ModelComments
nu-f-050.pdf,https://nemolchi.uz/uz/shanini-imoja-ilgan-kelin-ikojasi/,F,article,ChatGPT 5.2,-0.6,"The overall sentiment of this text is moderately negative. Although it is written in a critical and analytical tone rather than a purely emotional victim narrative, it discusses a homicide case, media bias, victim-blaming, and gendered moral judgment, all of which contribute to a negative emotional framing. Linguistically, the negativity comes from: Criticism of media discourse and moralizing language used in the TV program. References to violence (a killing, harassment, self-defense context). Frustration with institutional and societal attitudes toward women. Rhetorical questioning that challenges victim-blaming and patriarchal narratives. However, unlike direct assault testimonies, the text is not centered on trauma description but on commentary and critique of how the event is framed (e.g., moralizing about “nafs,” family honor, and women’s behavior). This introduces a more argumentative and journalistic register rather than purely distress-driven language."
nu-f-051.pdf,https://t.me/SukutSaqlama/4855,F,article,ChatGPT 5.2,-0.99,"This passage is one of the most emotionally heavy and tragic among the texts you’ve shared. It includes:

Oilaviy zo‘ravonlikning eng og‘ir shakli — qotillik

Ayolning o‘z turmush o‘rtog‘i tomonidan pichoqlab o‘ldirilishi

Jinoyatning maktab hududida, bolalar va xodimlar ko‘z o‘ngida sodir bo‘lishi

Erkakning egalik hissi va ayolni “o‘z mulki” deb bilishi

O‘zbekiston bo‘ylab takrorlanayotgan o‘xshash fojialar ro‘yxati

Tizimning oilaviy zo‘ravonlikni oldini olishda sustligi

Jamiyatdagi chuqur ildiz otgan gender zo‘ravonlik muammosi

Bu elementlarning barchasi chuqur salbiy, fojeaviy va ijtimoiy jihatdan og‘ir."
nu-f-052.pdf,https://t.me/SukutSaqlama/4842,F,article,ChatGPT 5.2,-0.97,"The passage describes:

Tizimli oilaviy zo‘ravonlik

Ayolning kaltaklanishi va shifoxonaga yotqizilishi

Bolalarning muntazam haqorat va jismoniy tazyiqqa uchrashi

O‘lim bilan tahdidlar

Bolalarning yalangoyoq, qo‘rqib, stress holatida qochib yurishi

Sudning atigi 10 sutkalik jazo tayinlagani

Tizimning bolalarni himoya qilishdagi sustligi

Tuzatish dasturlari qo‘llanilmagani

Zo‘ravonning uyga qaytgach yanada xavfli bo‘lish ehtimoli

Bu elementlarning barchasi chuqur salbiy, og‘ir va xavotirli."
nu-f-053.pdf,https://t.me/SukutSaqlama/4835,F,article,ChatGPT 5.2,-0.94,"The passage describes:

Shifokor tomonidan bemorga nisbatan shahvoniy shilqimlik

Xizmat mavqeidan suiiste’mol qilish

Bemorning zaif holatidan foydalanish

Sudning atigi 5 sutkalik jazo tayinlagani

Tibbiyot tizimiga bo‘lgan ishonchning zarar ko‘rishi

Takrorlanish xavfi va tizimli muammolar

Bu elementlarning barchasi chuqur salbiy, xavotirli va ijtimoiy jihatdan og‘ir."
nu-f-054.pdf,https://t.me/SukutSaqlama/4828,F,article,ChatGPT 5.2,-0.99,"Bu matn chuqur fojea, zo‘ravonlik va tizimli muammolar haqida. Unda:

Ayolning turmush o‘rtog‘i tomonidan pichoqlab o‘ldirilishi

Ikki farzandning onasiz qolishi

Oiladagi doimiy zo‘ravonlik va janjallar

Ko‘pxotinlilik, norasmiy nikoh va himoyasizlik

Ayollarga nisbatan xavfning oshishi

Zo‘ravonlikning ildizlari va oqibatlari

kabi og‘ir, salbiy, travmatik mavzular mavjud."
nu-f-055.pdf,https://t.me/SukutSaqlama/4807,F,article,ChatGPT 5.2,-0.99,"Bu matn zo‘ravonlikning eng og‘ir shakllaridan biri — voyaga yetmagan qizga nisbatan guruh bo‘lib zo‘rlash haqida. Unda:

14 yoshli qizning zo‘rlanishi

Jinoyatning gavjum joyda sodir etilgani

Mahalla va jamoatning befarqligi yoki sustligi

Qizning ruhiy sog‘ligidagi muammolar

Jinoyatchilarning bir qismi qo‘yib yuborilgani

Tizimning zaifligi va xavfsizlikning ta’minlanmagani

kabi juda og‘ir, salbiy va travmatik elementlar mavjud."
nu-f-056.pdf,https://t.me/SukutSaqlama/4392,F,article,ChatGPT 5.2,-0.75,"The text describes sexual harassment of a minor by a teacher, which contributes strongly to negative sentiment.

Key negative elements include:

Abuse of authority and trust (teacher toward student).

Harassment over a long period (2 years).

Institutional failure, where the school administration initially did not take action.

Criticism of the legal system, highlighting that the punishment (5 days) is inadequate.

While the case eventually resulted in legal punishment and public criticism, these elements do not outweigh the overall tone of concern, outrage, and criticism."
nu-f-057.pdf,https://t.me/SukutSaqlama/4379,F,article,ChatGPT 5.2,-0.7,"The text describes a sexual harassment incident in public transport, which introduces negative sentiment.

However, several elements reduce the overall negativity:

The perpetrator was immediately caught and punished.

The text encourages victims to report incidents.

It emphasizes surveillance systems and institutional response.

The tone includes public awareness and prevention messaging."
nu-f-058.pdf,https://t.me/SukutSaqlama/4299,F,article,ChatGPT 5.2,-0.65,"The text describes harassment and intimidation of a minor by a former teacher, including blocking her way, insulting her, and forcing her into a car. These elements contribute strongly to negative sentiment.

Additional negative factors include:

The behavior happened multiple times according to the victim’s mother.

Power imbalance and abuse of trust (teacher–student relationship).

Criticism of the legal classification, suggesting the act was not prosecuted as sexual harassment but as minor offenses.

Concern that the perpetrator can continue working as a teacher.

The only mitigating element is that the perpetrator was punished with administrative detention, but the text still conveys frustration with the legal outcome."
nu-f-059.pdf,https://t.me/SukutSaqlama/4264,F,article,ChatGPT 5.2,-0.9,"The text describes sexual abuse of a child, including coercion, threats, and forced undressing, which produces very strong negative sentiment.

Additional negative elements include:

Abuse of authority (the perpetrator falsely presenting himself as a police inspector).

Vulnerability of a young victim (4th-grade student).

Criticism of the legal system, emphasizing that such crimes receive only 5 days of administrative detention instead of harsher criminal penalties.

While the text advocates for legal reform and accountability, the dominant tone is outrage, concern for child safety, and criticism of inadequate punishment."
nu-f-060.pdf,https://t.me/SukutSaqlama/4192,F,article,ChatGPT 5.2,-0.7,"The text reports sexual violence against a minor by a school administrator, which contributes strongly to negative sentiment.

Key negative aspects include:

Abuse of authority and trust (school leadership toward a student).

The abuse lasted nearly a year, indicating prolonged harm.

The case involves serious criminal accusations involving a child.

Some elements slightly mitigate the negativity:

Authorities opened a criminal investigation.

The suspect was detained.

The Ombudsman and investigators are overseeing the case, emphasizing protection of the victim’s rights."
